CID	Image	Gender	Ethnicity	LR
167	12	m	1	l
167	20	m	1	l
167	02	m	1	l
167	28	m	1	l
167	05	m	1	l
168	14	f	1	l
168	16	f	1	l
168	28	f	1	r
168	11	f	1	r
168	02	f	1	r
168	15	f	1	l
168	21	f	1	l
168	12	f	1	r
168	22	f	1	l
168	07	f	1	r
168	27	f	1	l
168	18	f	1	r
168	26	f	1	l
168	09	f	1	l
168	08	f	1	r
168	05	f	1	l
168	23	f	1	l
168	13	f	1	r
168	19	f	1	r
168	04	f	1	r
168	24	f	1	l
168	20	f	1	r
169	26	f	1	l
169	25	f	1	l
169	17	f	1	l
169	08	f	1	l
169	30	f	1	l
169	20	f	1	r
169	10	f	1	l
169	15	f	1	l
169	02	f	1	r
169	05	f	1	l
169	03	f	1	l
169	12	f	1	l
169	19	f	1	r
169	27	f	1	l
169	28	f	1	l
169	11	f	1	l
169	01	f	1	l
169	29	f	1	r
169	23	f	1	l
169	09	f	1	l
169	18	f	1	l
169	06	f	1	l
169	21	f	1	l
169	24	f	1	l
170	26	m	1	l
170	21	m	1	r
170	29	m	1	r
170	19	m	1	r
170	02	m	1	l
170	25	m	1	r
170	27	m	1	l
170	08	m	1	r
170	28	m	1	r
170	23	m	1	r
170	11	m	1	r
170	17	m	1	r
170	18	m	1	l
170	01	m	1	l
170	14	m	1	l
170	20	m	1	r
170	03	m	1	r
170	24	m	1	l
170	07	m	1	l
170	04	m	1	l
170	15	m	1	l
171	09	m	1	r
171	05	m	1	r
171	08	m	1	r
171	15	m	1	r
171	07	m	1	r
171	19	m	1	r
171	20	m	1	l
171	27	m	1	r
171	25	m	1	r
171	28	m	1	l
171	17	m	1	r
171	04	m	1	l
171	21	m	1	l
171	11	m	1	l
171	02	m	1	r
171	26	m	1	l
171	24	m	1	r
171	29	m	1	r
171	23	m	1	l
171	16	m	1	r
171	22	m	1	r
171	13	m	1	l
171	12	m	1	l
172	09	m	1	l
172	01	m	1	r
172	28	m	1	r
172	07	m	1	l
172	12	m	1	r
172	17	m	1	l
172	23	m	1	r
172	14	m	1	r
172	24	m	1	r
172	21	m	1	r
172	13	m	1	l
172	03	m	1	r
172	22	m	1	l
172	05	m	1	l
172	25	m	1	l
172	04	m	1	r
172	08	m	1	r
172	27	m	1	r
172	20	m	1	r
172	18	m	1	r
172	06	m	1	l
172	16	m	1	l
173	24	m	4	l
173	22	m	4	l
173	09	m	4	r
173	08	m	4	l
173	26	m	4	l
173	27	m	4	l
173	21	m	4	r
173	14	m	4	l
173	01	m	4	l
173	15	m	4	l
173	10	m	4	r
173	23	m	4	r
173	19	m	4	r
173	07	m	4	l
173	03	m	4	l
173	12	m	4	l
173	20	m	4	l
173	16	m	4	r
173	18	m	4	r
173	11	m	4	l
173	04	m	4	l
174	29	m	1	r
174	17	m	1	r
174	08	m	1	r
174	06	m	1	r
174	19	m	1	l
174	09	m	1	r
174	13	m	1	r
174	20	m	1	l
174	05	m	1	l
174	10	m	1	r
174	22	m	1	r
174	28	m	1	l
174	01	m	1	r
174	04	m	1	r
174	14	m	1	r
174	11	m	1	r
174	25	m	1	r
174	27	m	1	l
174	15	m	1	r
174	07	m	1	l
174	24	m	1	l
174	12	m	1	r
174	03	m	1	l
176	10	f	1	r
176	19	f	1	l
176	24	f	1	r
176	12	f	1	l
176	07	f	1	r
176	14	f	1	l
176	20	f	1	l
176	18	f	1	l
176	26	f	1	r
176	05	f	1	l
176	06	f	1	r
176	28	f	1	l
176	23	f	1	l
176	15	f	1	r
176	27	f	1	r
176	13	f	1	l
176	04	f	1	l
176	22	f	1	l
176	08	f	1	l
176	21	f	1	l
176	25	f	1	r
176	03	f	1	r
177	13	m	2	l
177	04	m	2	r
177	10	m	2	l
177	12	m	2	l
177	18	m	2	r
177	24	m	2	l
177	25	m	2	r
177	02	m	2	l
177	03	m	2	r
177	06	m	2	r
177	14	m	2	r
177	19	m	2	r
177	17	m	2	l
177	16	m	2	r
177	09	m	2	r
177	07	m	2	l
177	21	m	2	l
177	22	m	2	r
177	01	m	2	r
177	08	m	2	r
177	27	m	2	r
178	03	f	2	l
178	24	f	2	l
178	16	f	2	l
178	09	f	2	r
178	04	f	2	l
178	10	f	2	l
178	13	f	2	l
178	18	f	2	r
178	19	f	2	l
178	25	f	2	r
178	14	f	2	r
178	08	f	2	r
178	05	f	2	l
178	15	f	2	l
178	17	f	2	l
178	20	f	2	l
178	21	f	2	l
178	11	f	2	l
178	01	f	2	r
178	12	f	2	l
179	10	m	2	r
179	08	m	2	l
179	11	m	2	l
179	05	m	2	l
179	07	m	2	r
179	15	m	2	l
179	23	m	2	r
179	04	m	2	r
179	26	m	2	r
179	12	m	2	r
179	21	m	2	r
179	14	m	2	l
179	02	m	2	l
179	18	m	2	l
179	17	m	2	l
179	06	m	2	r
179	13	m	2	r
179	22	m	2	l
179	09	m	2	r
179	20	m	2	r
179	19	m	2	l
181	13	m	4	r
181	17	m	4	r
181	02	m	4	r
181	01	m	4	r
181	18	m	4	l
181	25	m	4	l
181	03	m	4	r
181	23	m	4	r
181	10	m	4	r
181	08	m	4	l
181	22	m	4	l
181	04	m	4	l
181	24	m	4	r
181	20	m	4	r
181	27	m	4	r
181	26	m	4	r
181	05	m	4	r
181	21	m	4	r
181	12	m	4	l
181	19	m	4	r
182	29	f	1	r
182	26	f	1	l
182	25	f	1	l
182	30	f	1	r
182	10	f	1	r
182	23	f	1	l
182	17	f	1	r
182	14	f	1	l
182	13	f	1	r
182	16	f	1	r
182	19	f	1	r
182	08	f	1	r
182	27	f	1	l
182	04	f	1	l
182	22	f	1	r
182	03	f	1	r
182	01	f	1	l
182	06	f	1	r
182	07	f	1	r
182	12	f	1	l
182	15	f	1	r
182	09	f	1	l
183	02	f	1	r
183	29	f	1	r
183	21	f	1	l
183	23	f	1	l
183	08	f	1	l
183	06	f	1	l
183	05	f	1	l
183	09	f	1	l
183	04	f	1	r
183	26	f	1	r
183	27	f	1	l
183	07	f	1	r
183	03	f	1	l
183	12	f	1	l
183	10	f	1	r
183	22	f	1	r
183	14	f	1	l
183	19	f	1	r
183	20	f	1	l
183	11	f	1	l
184	02	m	1	r
184	03	m	1	l
184	26	m	1	r
184	24	m	1	l
184	06	m	1	l
184	19	m	1	l
184	18	m	1	r
184	05	m	1	l
184	12	m	1	r
184	09	m	1	l
184	11	m	1	r
184	04	m	1	l
184	01	m	1	r
184	23	m	1	r
184	22	m	1	r
184	20	m	1	l
184	16	m	1	l
184	07	m	1	l
184	17	m	1	r
184	25	m	1	r
185	16	f	1	r
185	17	f	1	l
185	09	f	1	l
185	10	f	1	l
185	23	f	1	l
185	19	f	1	l
185	15	f	1	r
185	24	f	1	l
185	21	f	1	l
185	04	f	1	l
185	26	f	1	r
185	28	f	1	r
185	07	f	1	l
185	08	f	1	l
185	11	f	1	l
185	27	f	1	r
185	18	f	1	r
185	12	f	1	l
185	01	f	1	l
185	13	f	1	l
185	20	f	1	l
185	14	f	1	r
185	03	f	1	l
185	06	f	1	l
186	03	m	4	l
186	08	m	4	l
186	07	m	4	r
186	22	m	4	r
186	14	m	4	l
186	17	m	4	r
186	13	m	4	l
186	16	m	4	r
186	25	m	4	l
186	19	m	4	r
186	30	m	4	r
186	27	m	4	l
186	12	m	4	r
186	05	m	4	r
186	26	m	4	r
186	10	m	4	l
186	11	m	4	r
186	01	m	4	l
186	18	m	4	l
186	28	m	4	l
186	09	m	4	l
186	15	m	4	r
188	29	m	4	l
188	03	m	4	r
188	09	m	4	r
188	10	m	4	r
188	04	m	4	r
188	08	m	4	r
188	22	m	4	l
188	01	m	4	r
188	19	m	4	l
188	23	m	4	l
188	12	m	4	r
188	26	m	4	l
188	25	m	4	l
188	24	m	4	l
188	05	m	4	r
188	15	m	4	l
188	28	m	4	l
188	20	m	4	r
188	06	m	4	r
188	16	m	4	r
188	02	m	4	l
188	13	m	4	r
189	03	f	2	l
189	25	f	2	l
189	07	f	2	l
189	24	f	2	l
189	20	f	2	l
189	02	f	2	l
189	04	f	2	l
189	29	f	2	l
189	18	f	2	l
189	23	f	2	r
189	15	f	2	l
189	06	f	2	r
189	30	f	2	l
189	10	f	2	r
189	28	f	2	r
189	21	f	2	l
189	01	f	2	l
189	08	f	2	l
189	27	f	2	l
189	12	f	2	r
189	22	f	2	r
189	26	f	2	l
190	28	m	4	l
190	12	m	4	l
190	17	m	4	r
190	24	m	4	r
190	07	m	4	r
190	15	m	4	l
190	20	m	4	r
190	01	m	4	r
190	16	m	4	r
190	02	m	4	r
190	08	m	4	l
190	25	m	4	r
190	13	m	4	l
190	23	m	4	l
190	21	m	4	r
190	11	m	4	r
190	18	m	4	r
190	27	m	4	r
190	22	m	4	l
190	26	m	4	r
191	04	m	1	l
191	07	m	1	r
191	20	m	1	r
191	23	m	1	r
191	12	m	1	r
191	05	m	1	r
191	10	m	1	r
191	03	m	1	r
191	21	m	1	r
191	08	m	1	r
191	14	m	1	r
191	15	m	1	r
191	06	m	1	l
191	13	m	1	r
191	27	m	1	l
191	24	m	1	r
191	01	m	1	l
191	19	m	1	r
191	18	m	1	r
191	11	m	1	r
192	05	m	1	l
192	06	m	1	l
192	15	m	1	l
192	18	m	1	l
192	04	m	1	r
192	22	m	1	r
192	25	m	1	l
192	19	m	1	l
192	27	m	1	l
192	21	m	1	r
192	08	m	1	r
192	30	m	1	l
192	10	m	1	r
192	20	m	1	l
192	07	m	1	l
192	12	m	1	r
192	11	m	1	r
192	23	m	1	r
192	16	m	1	l
192	02	m	1	r
192	17	m	1	r
192	13	m	1	l
192	29	m	1	l
192	14	m	1	l
193	15	f	4	l
193	10	f	4	l
193	18	f	4	l
193	04	f	4	l
193	13	f	4	l
193	11	f	4	l
193	01	f	4	l
193	09	f	4	l
193	14	f	4	r
193	02	f	4	l
193	16	f	4	r
193	24	f	4	l
193	25	f	4	r
193	17	f	4	l
194	29	m	1	r
194	28	m	1	r
194	16	m	1	l
194	23	m	1	l
194	01	m	1	r
194	17	m	1	r
194	14	m	1	r
194	18	m	1	l
194	07	m	1	l
194	22	m	1	r
194	27	m	1	l
194	21	m	1	l
194	13	m	1	r
194	05	m	1	r
194	12	m	1	r
194	10	m	1	r
194	02	m	1	r
194	04	m	1	r
194	09	m	1	l
194	30	m	1	r
194	19	m	1	r
194	20	m	1	r
195	13	f	1	l
195	19	f	1	l
195	18	f	1	r
195	24	f	1	l
195	07	f	1	r
195	21	f	1	r
195	12	f	1	l
195	14	f	1	l
195	09	f	1	r
195	29	f	1	r
195	02	f	1	l
195	17	f	1	r
195	08	f	1	l
195	23	f	1	l
195	20	f	1	l
195	26	f	1	r
195	10	f	1	l
195	25	f	1	l
195	15	f	1	l
195	03	f	1	l
196	13	f	6	r
196	21	f	6	l
196	20	f	6	r
196	08	f	6	r
196	01	f	6	r
196	03	f	6	l
196	27	f	6	l
196	26	f	6	l
196	29	f	6	l
196	02	f	6	l
196	05	f	6	l
196	28	f	6	l
196	16	f	6	l
196	18	f	6	l
196	19	f	6	l
196	10	f	6	l
196	14	f	6	l
196	24	f	6	l
196	07	f	6	r
196	06	f	6	l
196	25	f	6	l
197	04	f	1	r
197	13	f	1	l
197	05	f	1	l
197	01	f	1	l
197	22	f	1	r
197	10	f	1	l
197	17	f	1	r
197	06	f	1	r
197	12	f	1	r
197	09	f	1	l
197	24	f	1	r
197	28	f	1	r
197	16	f	1	l
197	03	f	1	r
197	21	f	1	l
197	18	f	1	l
197	27	f	1	r
197	02	f	1	l
197	11	f	1	l
197	29	f	1	l
197	20	f	1	l
198	26	m	1	l
198	09	m	1	l
198	06	m	1	r
198	01	m	1	l
198	21	m	1	l
198	23	m	1	l
198	27	m	1	l
198	03	m	1	l
198	13	m	1	r
198	07	m	1	l
198	02	m	1	l
198	04	m	1	r
198	28	m	1	r
198	05	m	1	r
198	14	m	1	l
198	12	m	1	l
200	01	m	4	r
200	20	m	4	r
200	15	m	4	r
200	07	m	4	r
200	22	m	4	l
200	03	m	4	r
200	05	m	4	r
200	08	m	4	l
200	04	m	4	l
200	02	m	4	l
200	25	m	4	r
200	13	m	4	r
200	12	m	4	l
200	26	m	4	l
200	10	m	4	r
200	06	m	4	l
200	11	m	4	r
200	14	m	4	l
200	16	m	4	r
200	17	m	4	l
201	07	m	1	r
201	08	m	1	r
201	10	m	1	l
201	27	m	1	l
201	28	m	1	r
201	11	m	1	l
201	23	m	1	r
201	29	m	1	l
201	24	m	1	l
201	16	m	1	l
201	17	m	1	r
201	18	m	1	r
201	19	m	1	l
201	15	m	1	l
201	06	m	1	r
201	02	m	1	r
201	14	m	1	l
201	20	m	1	l
201	13	m	1	r
201	22	m	1	l
202	22	f	1	r
202	03	f	1	l
202	05	f	1	l
202	18	f	1	l
202	07	f	1	r
202	06	f	1	l
202	12	f	1	r
202	10	f	1	l
202	14	f	1	r
202	15	f	1	l
202	20	f	1	l
202	08	f	1	l
202	27	f	1	r
202	02	f	1	l
202	09	f	1	l
202	25	f	1	l
202	24	f	1	r
202	11	f	1	l
202	13	f	1	r
203	06	m	2	r
203	15	m	2	r
203	12	m	2	l
203	01	m	2	l
203	19	m	2	l
203	14	m	2	r
203	13	m	2	l
203	11	m	2	l
203	02	m	2	r
203	07	m	2	l
203	23	m	2	r
203	09	m	2	r
203	08	m	2	l
203	17	m	2	l
203	10	m	2	l
204	14	m	1	l
204	13	m	1	l
204	04	m	1	l
204	30	m	1	r
204	25	m	1	l
204	10	m	1	l
204	28	m	1	l
204	19	m	1	l
204	17	m	1	r
204	21	m	1	r
204	02	m	1	r
204	03	m	1	l
204	09	m	1	r
204	08	m	1	r
204	06	m	1	r
204	24	m	1	r
204	26	m	1	r
204	23	m	1	l
204	11	m	1	l
204	16	m	1	l
204	27	m	1	r
204	29	m	1	r
204	05	m	1	r
204	01	m	1	l
205	20	f	1	l
205	22	f	1	r
205	13	f	1	r
205	19	f	1	l
205	07	f	1	r
205	06	f	1	l
205	05	f	1	l
205	15	f	1	r
205	24	f	1	l
205	17	f	1	r
205	18	f	1	r
205	26	f	1	r
205	25	f	1	l
205	03	f	1	r
205	14	f	1	r
205	11	f	1	r
206	08	m	1	r
206	25	m	1	l
206	29	m	1	r
206	17	m	1	r
206	30	m	1	r
206	15	m	1	r
206	26	m	1	r
206	27	m	1	r
206	13	m	1	l
206	11	m	1	r
206	04	m	1	r
206	21	m	1	r
206	22	m	1	l
206	23	m	1	l
206	01	m	1	r
206	02	m	1	l
206	28	m	1	l
208	28	f	1	r
208	11	f	1	r
208	05	f	1	l
208	15	f	1	l
208	14	f	1	l
208	08	f	1	r
208	01	f	1	l
208	22	f	1	l
208	02	f	1	l
208	09	f	1	r
208	10	f	1	r
208	07	f	1	r
208	21	f	1	r
208	12	f	1	l
208	13	f	1	l
208	17	f	1	l
208	18	f	1	l
208	20	f	1	r
208	30	f	1	r
208	23	f	1	r
208	27	f	1	r
208	25	f	1	r
208	26	f	1	l
209	04	m	4	l
209	11	m	4	l
209	02	m	4	l
209	22	m	4	r
209	28	m	4	l
209	26	m	4	r
209	20	m	4	l
209	18	m	4	l
209	17	m	4	l
209	19	m	4	r
209	06	m	4	l
209	07	m	4	l
209	05	m	4	r
209	29	m	4	l
209	27	m	4	l
209	14	m	4	r
209	25	m	4	r
209	03	m	4	r
209	12	m	4	l
209	09	m	4	l
211	08	m	1	l
211	12	m	1	l
211	24	m	1	l
211	29	m	1	r
211	17	m	1	l
211	28	m	1	r
211	10	m	1	r
211	05	m	1	r
211	25	m	1	l
211	26	m	1	l
211	15	m	1	l
211	16	m	1	l
211	14	m	1	l
211	11	m	1	l
211	18	m	1	r
211	01	m	1	r
211	03	m	1	r
211	07	m	1	r
211	21	m	1	r
211	27	m	1	l
211	02	m	1	l
211	13	m	1	r
211	19	m	1	l
211	23	m	1	l
212	26	m	1	r
212	25	m	1	l
212	08	m	1	l
212	27	m	1	l
212	09	m	1	r
212	10	m	1	r
212	01	m	1	r
212	24	m	1	r
212	23	m	1	r
212	14	m	1	r
212	11	m	1	r
212	02	m	1	l
212	04	m	1	l
212	28	m	1	r
212	18	m	1	l
212	16	m	1	r
212	03	m	1	l
212	20	m	1	r
212	22	m	1	r
212	13	m	1	r
213	04	m	1	r
213	02	m	1	r
213	05	m	1	l
213	12	m	1	r
213	11	m	1	r
213	14	m	1	l
213	17	m	1	r
213	13	m	1	l
213	18	m	1	l
213	06	m	1	l
213	07	m	1	r
213	22	m	1	l
213	20	m	1	r
213	19	m	1	r
213	10	m	1	l
213	16	m	1	r
213	08	m	1	r
214	07	m	1	l
214	23	m	1	r
214	27	m	1	l
214	05	m	1	l
214	28	m	1	l
214	29	m	1	r
214	30	m	1	r
214	12	m	1	l
214	01	m	1	r
214	10	m	1	l
214	20	m	1	r
214	02	m	1	r
214	16	m	1	l
214	17	m	1	l
214	08	m	1	r
214	13	m	1	l
214	19	m	1	r
214	11	m	1	l
214	25	m	1	r
214	22	m	1	l
214	18	m	1	l
214	03	m	1	r
214	24	m	1	l
214	14	m	1	l
215	23	m	4	r
215	26	m	4	r
215	16	m	4	l
215	19	m	4	l
215	21	m	4	l
215	17	m	4	l
215	02	m	4	l
215	04	m	4	l
215	10	m	4	r
215	12	m	4	r
215	24	m	4	r
215	25	m	4	l
215	08	m	4	r
215	20	m	4	l
215	09	m	4	r
215	22	m	4	r
215	05	m	4	l
215	07	m	4	l
215	03	m	4	l
215	11	m	4	l
216	21	m	4	r
216	07	m	4	r
216	13	m	4	r
216	19	m	4	r
216	02	m	4	l
216	06	m	4	r
216	17	m	4	r
216	08	m	4	l
216	14	m	4	l
216	12	m	4	l
216	15	m	4	l
216	05	m	4	l
216	01	m	4	l
216	04	m	4	r
216	18	m	4	l
216	09	m	4	r
216	11	m	4	l
217	20	m	1	r
217	18	m	1	r
217	09	m	1	l
217	10	m	1	l
217	04	m	1	l
217	22	m	1	l
217	14	m	1	r
217	19	m	1	l
217	03	m	1	l
217	11	m	1	r
217	05	m	1	l
217	24	m	1	l
217	26	m	1	r
217	21	m	1	r
217	27	m	1	l
217	16	m	1	l
217	28	m	1	r
217	15	m	1	l
217	01	m	1	l
217	07	m	1	r
218	15	m	1	r
218	17	m	1	r
218	09	m	1	l
218	06	m	1	r
218	18	m	1	r
218	20	m	1	l
218	01	m	1	r
218	05	m	1	r
218	14	m	1	l
218	21	m	1	l
218	23	m	1	r
218	11	m	1	l
218	19	m	1	r
218	10	m	1	l
218	26	m	1	l
218	22	m	1	l
218	02	m	1	l
218	13	m	1	l
218	25	m	1	r
218	12	m	1	l
219	13	m	1	r
219	28	m	1	r
219	15	m	1	l
219	02	m	1	r
219	12	m	1	r
219	01	m	1	r
219	14	m	1	l
219	23	m	1	r
219	29	m	1	r
219	05	m	1	l
219	30	m	1	r
219	11	m	1	l
219	17	m	1	l
219	21	m	1	l
219	20	m	1	l
219	18	m	1	r
219	08	m	1	r
219	06	m	1	r
219	22	m	1	r
219	03	m	1	r
219	19	m	1	l
219	04	m	1	r
219	27	m	1	r
219	16	m	1	l
220	10	m	1	l
220	15	m	1	l
220	07	m	1	l
220	12	m	1	l
220	11	m	1	r
220	03	m	1	l
220	25	m	1	r
220	08	m	1	l
220	02	m	1	l
220	23	m	1	r
220	19	m	1	r
220	13	m	1	l
220	05	m	1	l
220	09	m	1	r
220	27	m	1	l
220	18	m	1	r
220	01	m	1	l
220	26	m	1	l
220	17	m	1	l
220	21	m	1	l
220	04	m	1	r
221	04	m	1	l
221	13	m	1	r
221	07	m	1	l
221	20	m	1	r
221	14	m	1	r
221	02	m	1	r
221	15	m	1	r
221	25	m	1	l
221	11	m	1	r
221	23	m	1	l
221	16	m	1	r
221	03	m	1	r
221	09	m	1	r
221	06	m	1	l
221	27	m	1	l
221	10	m	1	r
221	12	m	1	r
221	24	m	1	r
221	05	m	1	l
221	22	m	1	l
221	28	m	1	r
221	29	m	1	l
222	17	m	1	l
222	07	m	1	l
222	12	m	1	l
222	20	m	1	r
222	05	m	1	r
222	06	m	1	l
222	10	m	1	r
222	04	m	1	r
222	01	m	1	l
222	02	m	1	r
222	11	m	1	l
222	18	m	1	l
222	13	m	1	l
222	08	m	1	r
222	14	m	1	l
222	16	m	1	r
224	18	m	1	r
224	29	m	1	r
224	11	m	1	r
224	28	m	1	l
224	10	m	1	r
224	26	m	1	l
224	14	m	1	r
224	24	m	1	l
224	21	m	1	r
224	13	m	1	l
224	27	m	1	l
224	17	m	1	r
224	04	m	1	l
224	01	m	1	l
224	15	m	1	r
224	06	m	1	l
224	16	m	1	l
224	30	m	1	l
224	19	m	1	l
224	08	m	1	r
224	09	m	1	r
224	25	m	1	l
224	22	m	1	r
224	05	m	1	l
225	27	m	1	l
225	12	m	1	r
225	23	m	1	l
225	01	m	1	r
225	14	m	1	l
225	15	m	1	r
225	20	m	1	r
225	17	m	1	l
225	29	m	1	l
225	03	m	1	l
225	11	m	1	l
225	16	m	1	r
225	26	m	1	l
225	08	m	1	l
225	18	m	1	r
225	04	m	1	l
225	19	m	1	r
225	22	m	1	l
225	25	m	1	l
225	05	m	1	r
225	09	m	1	r
225	28	m	1	l
226	24	m	1	l
226	11	m	1	l
226	21	m	1	r
226	26	m	1	r
226	20	m	1	r
226	09	m	1	r
226	02	m	1	r
226	15	m	1	l
226	16	m	1	l
226	25	m	1	l
226	13	m	1	l
226	23	m	1	r
226	08	m	1	l
226	12	m	1	l
226	19	m	1	l
226	22	m	1	l
226	04	m	1	l
226	14	m	1	r
226	27	m	1	l
226	18	m	1	r
226	28	m	1	r
226	07	m	1	r
227	02	m	1	r
227	24	m	1	r
227	14	m	1	l
227	11	m	1	l
227	15	m	1	r
227	17	m	1	l
227	12	m	1	l
227	03	m	1	r
227	22	m	1	r
227	23	m	1	r
227	01	m	1	r
227	10	m	1	l
227	20	m	1	l
227	18	m	1	l
227	16	m	1	r
227	21	m	1	l
227	19	m	1	l
227	07	m	1	r
227	09	m	1	r
227	13	m	1	r
228	14	m	1	l
228	18	m	1	r
228	07	m	1	l
228	04	m	1	r
228	08	m	1	r
228	21	m	1	l
228	15	m	1	l
228	13	m	1	r
228	16	m	1	l
228	23	m	1	l
228	20	m	1	l
228	03	m	1	r
228	06	m	1	r
228	05	m	1	l
228	01	m	1	r
228	28	m	1	l
228	25	m	1	l
228	27	m	1	r
228	26	m	1	r
228	17	m	1	l
228	19	m	1	l
229	15	m	1	l
229	13	m	1	r
229	23	m	1	r
229	19	m	1	r
229	22	m	1	r
229	05	m	1	r
229	10	m	1	l
229	28	m	1	l
229	18	m	1	r
229	21	m	1	l
229	27	m	1	l
229	16	m	1	r
229	20	m	1	l
229	14	m	1	r
229	09	m	1	l
229	25	m	1	r
229	11	m	1	l
229	07	m	1	l
229	04	m	1	r
229	12	m	1	r
229	06	m	1	l
229	01	m	1	l
231	02	m	1	r
231	17	m	1	l
231	04	m	1	r
231	11	m	1	r
231	06	m	1	l
231	19	m	1	l
231	18	m	1	r
231	12	m	1	l
231	26	m	1	l
231	16	m	1	l
231	20	m	1	l
231	23	m	1	r
231	09	m	1	l
231	13	m	1	r
231	03	m	1	l
231	15	m	1	l
231	25	m	1	l
231	07	m	1	l
231	24	m	1	r
231	08	m	1	r
231	14	m	1	l
232	03	m	1	r
232	27	m	1	r
232	16	m	1	r
232	06	m	1	l
232	13	m	1	r
232	12	m	1	l
232	07	m	1	r
232	11	m	1	r
232	26	m	1	r
232	21	m	1	r
232	23	m	1	l
232	02	m	1	r
232	20	m	1	l
232	14	m	1	r
232	08	m	1	r
232	24	m	1	r
232	04	m	1	r
232	18	m	1	r
232	10	m	1	r
232	19	m	1	r
233	14	m	1	r
233	25	m	1	r
233	16	m	1	l
233	07	m	1	r
233	08	m	1	l
233	21	m	1	l
233	18	m	1	l
233	02	m	1	l
233	04	m	1	r
233	03	m	1	r
233	22	m	1	r
233	23	m	1	r
233	06	m	1	l
233	05	m	1	r
233	10	m	1	r
233	01	m	1	l
233	24	m	1	r
233	11	m	1	l
233	13	m	1	l
234	11	m	1	r
234	21	m	1	r
234	09	m	1	r
234	05	m	1	l
234	24	m	1	r
234	18	m	1	l
234	07	m	1	l
234	12	m	1	r
234	20	m	1	r
234	25	m	1	r
234	01	m	1	r
234	19	m	1	r
234	14	m	1	l
234	10	m	1	l
234	23	m	1	r
234	03	m	1	l
234	02	m	1	r
234	16	m	1	l
234	08	m	1	r
234	04	m	1	r
234	17	m	1	r
234	28	m	1	l
235	23	m	1	l
235	16	m	1	r
235	11	m	1	l
235	13	m	1	l
235	26	m	1	r
235	20	m	1	r
235	18	m	1	r
235	22	m	1	r
235	25	m	1	r
235	27	m	1	l
235	21	m	1	r
235	06	m	1	l
235	15	m	1	l
235	09	m	1	l
235	07	m	1	l
235	19	m	1	l
235	05	m	1	r
235	03	m	1	r
235	10	m	1	l
235	14	m	1	l
235	12	m	1	r
236	02	m	1	l
236	19	m	1	r
236	04	m	1	r
236	01	m	1	r
236	11	m	1	r
236	08	m	1	l
236	03	m	1	l
236	07	m	1	l
236	05	m	1	r
236	10	m	1	r
236	22	m	1	r
236	15	m	1	r
236	09	m	1	l
236	17	m	1	r
236	12	m	1	r
236	06	m	1	r
236	14	m	1	l
236	16	m	1	l
236	25	m	1	l
236	23	m	1	l
237	06	m	1	l
237	19	m	1	r
237	07	m	1	l
237	01	m	1	r
237	08	m	1	r
237	03	m	1	r
237	20	m	1	r
237	09	m	1	r
237	18	m	1	r
237	15	m	1	l
237	05	m	1	r
237	17	m	1	r
237	02	m	1	l
237	11	m	1	r
237	14	m	1	r
238	01	m	1	l
238	23	m	1	l
238	17	m	1	l
238	09	m	1	r
238	19	m	1	r
238	12	m	1	r
238	25	m	1	r
238	16	m	1	l
238	15	m	1	l
238	21	m	1	l
238	07	m	1	l
238	18	m	1	l
238	26	m	1	l
238	24	m	1	r
238	22	m	1	l
238	02	m	1	l
238	03	m	1	l
238	04	m	1	r
238	13	m	1	l
238	10	m	1	r
239	18	m	1	r
239	20	m	1	l
239	22	m	1	l
239	12	m	1	l
239	04	m	1	r
239	05	m	1	r
239	07	m	1	r
239	03	m	1	l
239	25	m	1	r
239	06	m	1	l
239	02	m	1	l
239	26	m	1	r
239	01	m	1	l
239	10	m	1	l
239	09	m	1	r
239	11	m	1	l
239	13	m	1	r
239	23	m	1	l
239	19	m	1	l
239	15	m	1	r
240	01	m	1	l
240	18	m	1	l
240	19	m	1	l
240	05	m	1	l
240	06	m	1	r
240	17	m	1	l
240	23	m	1	l
240	13	m	1	l
240	20	m	1	l
240	03	m	1	l
240	21	m	1	r
240	02	m	1	l
240	22	m	1	l
240	08	m	1	l
240	04	m	1	l
240	12	m	1	r
240	15	m	1	r
240	10	m	1	l
241	04	m	1	l
241	20	m	1	l
241	01	m	1	r
241	06	m	1	r
241	11	m	1	r
241	19	m	1	r
241	21	m	1	r
241	12	m	1	r
241	08	m	1	r
241	05	m	1	r
241	09	m	1	l
241	18	m	1	l
241	16	m	1	r
241	03	m	1	l
241	10	m	1	l
241	13	m	1	r
241	14	m	1	r
242	18	m	1	r
242	20	m	1	r
242	03	m	1	r
242	22	m	1	r
242	10	m	1	r
242	06	m	1	r
242	05	m	1	r
242	23	m	1	r
242	07	m	1	l
242	19	m	1	l
242	15	m	1	r
242	12	m	1	r
242	24	m	1	l
242	04	m	1	r
242	08	m	1	l
242	11	m	1	r
242	09	m	1	r
242	02	m	1	r
242	14	m	1	r
242	16	m	1	r
243	24	m	1	r
243	17	m	1	l
243	04	m	1	l
243	16	m	1	l
243	05	m	1	r
243	08	m	1	r
243	13	m	1	l
243	20	m	1	l
243	23	m	1	r
243	10	m	1	r
243	11	m	1	l
243	03	m	1	l
243	15	m	1	r
243	19	m	1	r
243	21	m	1	r
243	22	m	1	r
243	12	m	1	r
244	15	m	1	r
244	19	m	1	l
244	14	m	1	r
